pool_record_key,title,year,doi,pmid,query_ids,screening_stage,exclusion_reason
doi:10.1093/eschf/xvag007,Independent external validation of the LIFE-HF clinical prediction model using the GUIDE-IT trial,2026,10.1093/eschf/xvag007,,CR6_transportability,pass1_title_metadata,insufficient_topic_relevance
doi:10.2196/78764,"Integrating Confidence, Difficulty, and Language Model Calibration for Better Explainability in Clinical Documents Coding: Applications of AI",2026,10.2196/78764,,CR5_prediction_methods,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.exger.2025.113019,Interpretable machine learning for cognitive impairment screening: Development and external validation of a clinical prediction model based on NHANES data.,2026,10.1016/j.exger.2025.113019,41482239,Q6_prediction_reporting_validation,pass1_title_metadata,insufficient_topic_relevance
doi:10.2196/preprints.99990,"Interpretable machine learning for dynamic risk prediction of hemodynamic deterioration in acute myocardial infarction with cardiogenic shock: development, external validation, and clinical decision support deployment using the MIMIC-IV and eICU-CRD databases (Preprint)",2026,10.2196/preprints.99990,,CR6_transportability,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1186/s12911-026-03471-8,Interpretable machine learning for early prediction of sepsis-induced coagulopathy: a multicenter retrospective development and validation study.,2026,10.1186/s12911-026-03471-8,41981615,Q7_MIMIC_transportability,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1186/s12931-026-03702-6,Interpretable machine learning for predicting in-hospital mortality in COPD ICU patients: a rigorous validation across time and geography.,2026,10.1186/s12931-026-03702-6,42121158,Q7_MIMIC_transportability,pass1_title_metadata,no_transportability_or_external_validation_focus
doi:10.1200/jco.2026.44.16_suppl.e22612,Interpretable machine learning for prognostic survival prediction in mycosis fungoides: Model development and external validation.,2026,10.1200/jco.2026.44.16_suppl.e22612,,CR6_transportability,pass1_title_metadata,insufficient_topic_relevance
doi:10.2139/ssrn.6346442,Introducing LLM Calibration: Toward AI Reset Parameters and Behavioral Governance of Generative AI Systems,2026,10.2139/ssrn.6346442,,CR5_prediction_methods,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.3390/ijms27135779,Istaroxime in Acute Heart Failure and Early Cardiogenic Shock: A Calcium-Cycling Approach to Inotropic Therapy.,2026,10.3390/ijms27135779,42450052,Q2_AHF_to_CS,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1080/13543784.2026.2618978,Istaroxime - update of data in early cardiogenic shock and decompensated heart failure.,2026,10.1080/13543784.2026.2618978,41556576,Q2_AHF_to_CS,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.2196/88356,Knowledge-Augmented Large Language Model for Multimodal Electronic Health Record–Based Risk Prediction: Development and Validation Study,2026,10.2196/88356,,CR5_prediction_methods,pass1_title_metadata,insufficient_topic_relevance
doi:10.1093/humrep/deag083.1030,"L26/P-701 Center-Adapted Self-Learning Mature Oocyte Retrieval Prediction Model: Development, External Validation, and Clinical Utility",2026,10.1093/humrep/deag083.1030,,CR6_transportability,pass1_title_metadata,insufficient_topic_relevance
doi:10.3389/fmed.2026.1880921,Landmark-based early perfusion phenotyping for prognostic stratification in septic shock: derivation in MIMIC-IV and fixed-parameter external transportability assessment in eICU,2026,10.3389/fmed.2026.1880921,,CR6_transportability,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.2196/79039,Large Language Model-Based Virtual Patient Systems for History-Taking in Medical Education: Comprehensive Systematic Review.,2026,10.2196/79039,41481915,Q7_MIMIC_transportability,pass1_title_metadata,no_transportability_or_external_validation_focus
doi:10.2196/80969,Machine Learning Algorithms to Predict Venous Thromboembolism in Patients With Sepsis in the Intensive Care Unit: Multicenter Retrospective Study.,2026,10.2196/80969,41617215,Q7_MIMIC_transportability,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.21203/rs.3.rs-9681833/v1,Machine learning-based prediction of tuberculosis recurrence in congregate settings: a retrospective cohort study with temporal external validation,2026,10.21203/rs.3.rs-9681833/v1,,CR5_prediction_methods,pass1_title_metadata,insufficient_topic_relevance
doi:10.1097/aco.0000000000001624,Machine learning for hemodynamic instability prediction and hemorrhage management in trauma and perioperative care.,2026,10.1097/aco.0000000000001624,41684263,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,adjacent_perioperative_or_procedure_population
doi:10.2196/80930,Machine Learning for Intraoperative Bleeding Prediction in Patients Undergoing Surgery: Scoping Review.,2026,10.2196/80930,42269098,Q6_prediction_reporting_validation,pass1_title_metadata,generic_prediction_methods_outside_scope
doi:10.1097/md.0000000000045440,Machine-learning model for 30-day mortality in sepsis-associated delirium patients: A retrospective MIMIC-IV cohort study.,2026,10.1097/md.0000000000045440,41496073,Q7_MIMIC_transportability,pass1_title_metadata,mortality_only_without_early_deterioration_focus
doi:10.1016/j.isci.2026.116470,Machine learning model for early prediction of acute respiratory failure in acute pancreatitis: Multicenter validation.,2026,10.1016/j.isci.2026.116470,42375528,Q7_MIMIC_transportability,pass1_title_metadata,insufficient_topic_relevance
doi:10.1136/svn-2025-004020,Machine learning models for outcome prediction of patients with ischaemic stroke undergoing reperfusion therapy: a systematic review and meta-analysis.,2026,10.1136/svn-2025-004020,42134981,Q6_prediction_reporting_validation,pass1_title_metadata,generic_prediction_methods_outside_scope
doi:10.1007/s11357-025-01997-9,Machine learning models for predicting postoperative delirium in non-cardiac surgery patients - systematic review and meta-analysis.,2026,10.1007/s11357-025-01997-9,41239112,Q6_prediction_reporting_validation,pass1_title_metadata,adjacent_perioperative_or_procedure_population
doi:10.1093/ejhf/xuag193.1057,Machine learning to phenotype hemodynamic response to va ecmo and clinical outcomes in cardiogenic shock,2026,10.1093/ejhf/xuag193.1057,,CR2_CS_early_warning,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1080/21505594.2026.2629088,Machine learning prediction of functional cure to pegylated interferon-alpha therapy in two HBV populations: Advantaged populations and HBeAg-negative patients.,2026,10.1080/21505594.2026.2629088,41656920,Q6_prediction_reporting_validation,pass1_title_metadata,generic_prediction_methods_outside_scope
doi:10.3389/fcimb.2026.1705126,Machine learning prediction of sepsis in paralytic ileus using interpretable clinical models.,2026,10.3389/fcimb.2026.1705126,42312038,Q7_MIMIC_transportability,pass1_title_metadata,no_transportability_or_external_validation_focus
doi:10.1038/s41746-026-02565-x,Machine learning predicts sepsis deterioration trajectories.,2026,10.1038/s41746-026-02565-x,41888397,Q7_MIMIC_transportability,pass1_title_metadata,no_transportability_or_external_validation_focus
doi:10.2139/ssrn.6018542,"Machine Learning for Site Risk Prediction in Clinical Trials: Development, External Validation, and Operational Application in Site Qualification",2026,10.2139/ssrn.6018542,,CR6_transportability,pass1_title_metadata,insufficient_topic_relevance
doi:10.1007/s10741-026-10612-8,Mechanical circulatory support in cardiogenic shock: a contemporary head-to-head comparison.,2026,10.1007/s10741-026-10612-8,41874823,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1002/9781394336760.ch17,Model Evaluation and Validation Strategies in Cancer Research,2026,10.1002/9781394336760.ch17,,CR5_prediction_methods,pass1_title_metadata,unrelated_clinical_domain
doi:10.1186/s13054-026-06034-5,Multi-source data integration through pooling and transfer learning improves generalizability and specialization of deep learning models for ICU mortality and length of stay prediction: a four-database external validation study.,2026,10.1186/s13054-026-06034-5,42151996,Q7_MIMIC_transportability,pass1_title_metadata,insufficient_topic_relevance
pmid:30725761,Myocardial Infarction.,2026,,30725761,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,insufficient_topic_relevance
pmid:33760446,Myocardial Infarction (Nursing).,2026,,33760446,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,insufficient_topic_relevance
doi:10.3390/aieng1020006,Neural Calibration of the Resistance Prediction for Slender Ship Hulls,2026,10.3390/aieng1020006,,CR5_prediction_methods,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.clnu.2025.106556,Nocturnal enteral feeding and mechanical ventilation risk in intensive care unit patients: A deep Learning-Based causal inference study.,2026,10.1016/j.clnu.2025.106556,41518874,Q7_MIMIC_transportability,pass1_title_metadata,no_transportability_or_external_validation_focus
doi:10.1016/j.iccn.2025.104218,Nursing surveillance for clinical deterioration among intensive care unit patients: A scoping review,2026,10.1016/j.iccn.2025.104218,,CR4_dynamic_EHR,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1080/22221751.2026.2648888,"Optimizing machine learning-based diagnosis of neurosyphilis in HIV-negative patients: a multicenter, real-world comparison of international diagnostic criteria.",2026,10.1080/22221751.2026.2648888,41914784,Q6_prediction_reporting_validation,pass1_title_metadata,generic_prediction_methods_outside_scope
doi:10.2196/87728,Participant-Aware Model Validation for Repeated-Measures Data: Comparative Cross-Validation Study,2026,10.2196/87728,,CR5_prediction_methods,pass1_title_metadata,insufficient_topic_relevance
doi:10.1186/s12911-026-03448-7,Performance fairness of neural network models in early risk assessment of inpatients with varying severity: a retrospective study.,2026,10.1186/s12911-026-03448-7,41896906,Q5_dynamic_EHR_landmark_leakage,pass1_title_metadata,insufficient_topic_relevance
doi:10.3390/cancers18142261,Performance of Machine Learning Models for Prognosis Prediction in Oral Cavity Squamous Cell Carcinoma: A Systematic Review.,2026,10.3390/cancers18142261,42512326,Q6_prediction_reporting_validation,pass1_title_metadata,unrelated_clinical_domain
doi:10.3389/fnut.2026.1779193,Pre-existing iron deficiency anemia and long-term risk of recurrent acute kidney injury in survivors of ICU-associated AKI: a propensity-matched study.,2026,10.3389/fnut.2026.1779193,42163965,Q5_dynamic_EHR_landmark_leakage,pass1_title_metadata,insufficient_topic_relevance
doi:10.1093/ejhf/xuag193.882,Precipitating factors of acute heart failure-differences between new-onset and worsening heart failure: single-center experience,2026,10.1093/ejhf/xuag193.882,,CR1_AHF_WHF,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.5603/cj.107197,Predicting heart failure decompensation: focus on non-invasive monitoring.,2026,10.5603/cj.107197,41848382,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.7150/ijms.116265,Predicting ICU mortality in patients with abdominal aortic aneurysm: a nomogram based on MIMIC-IV and eICU-CRD.,2026,10.7150/ijms.116265,41399368,Q7_MIMIC_transportability,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1186/s40959-026-00505-y,Predicting immune checkpoint inhibitor cardiotoxicity using machine learning: a systematic review of model performance and methodological quality.,2026,10.1186/s40959-026-00505-y,42186096,Q6_prediction_reporting_validation,pass1_title_metadata,generic_prediction_methods_outside_scope
doi:10.1177/08850666251386399,Prediction of 48-h Intensive Care Unit Mortality in Hospitalized Cancer Patients: Performance of the EPIC Deterioration Index and Sequential Organ Failure Assessment Score,2026,10.1177/08850666251386399,,CR4_dynamic_EHR,pass1_title_metadata,unrelated_clinical_domain
doi:10.21203/rs.3.rs-9680355/v1,Prediction of delayed inpatient antidepressant initiation after the first 24 hours of hospital admission using early electronic health record data: a MIMIC-IV v3.1 landmark prediction study,2026,10.21203/rs.3.rs-9680355/v1,,CR4_dynamic_EHR,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.chiabu.2026.107923,"Prediction models for maltreatment risk: TRIPOD/PROBAST compliance, calibration, and fairness-A systematic review.",2026,10.1016/j.chiabu.2026.107923,41643238,Q6_prediction_reporting_validation,pass1_title_metadata,unrelated_clinical_domain
doi:10.3390/biomedinformatics6020016,Prediction of Postoperative Stroke in Elderly Surgical ICU Patients Using Random Forest Model: Development on MIMIC-IV with Cross-Institutional and Temporal External Validation,2026,10.3390/biomedinformatics6020016,,CR6_transportability,pass1_title_metadata,adjacent_perioperative_or_procedure_population
doi:10.1016/j.ijmedinf.2025.106182,Predictive value of dynamic creatinine cumulative exposure and trajectory classification onmortality in severe acute pancreatitis: a multicenter retrospective cohort study.,2026,10.1016/j.ijmedinf.2025.106182,41218391,Q7_MIMIC_transportability,pass1_title_metadata,insufficient_topic_relevance
doi:10.1016/j.ijmedinf.2026.106406,Predictive value of early blood glucose trajectory for poor prognosis in ARDS patients.,2026,10.1016/j.ijmedinf.2026.106406,41895023,Q7_MIMIC_transportability,pass1_title_metadata,no_transportability_or_external_validation_focus
doi:10.1111/jdv.70561,Prognostic prediction models for psoriatic arthritis in psoriasis: A systematic review.,2026,10.1111/jdv.70561,42312903,Q6_prediction_reporting_validation,pass1_title_metadata,insufficient_topic_relevance
doi:10.1016/j.ccrj.2026.100188,"A prospective, multi-site, observational study assessing the treatment thresholds of new onset atrial fibrillation in the critically ill.",2026,10.1016/j.ccrj.2026.100188,42232734,Q5_dynamic_EHR_landmark_leakage,pass1_title_metadata,insufficient_topic_relevance
